# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
273		3864		111262		3319
274		3858		111404		3311
275		3854		111527		3301
276		3856		111677		3308
277		3856		111823		3311
278		3859		111954		3310
279		3855		112095		3315
280		3856		112236		3314
281		3855		112391		3323
282		3859		112529		3316
283		3859		112668		3324
284		3841		112814		3340
285		3828		112943		3324
286		3821		113070		3322
287		3818		113199		3319
288		3819		113298		3324
289		3823		113426		3331
290		3814		113557		3328
291		3812		113657		3320
292		3805		113785		3315
293		3804		113907		3314
294		3804		114014		3321
295		3809		114114		3326
296		3812		114233		3325
297		3818		114357		3329
298		3829		114476		3332
299		3830		114600		3316
300		3828		114736		3330
301		3818		114862		3324
302		3814		114970		3323
303		3803		115081		3315
304		3813		115194		3319
305		3796		115316		3326
306		3795		115418		3314
307		3800		115520		3322
308		3787		115630		3327
309		3784		115722		3333
310		3771		115816		3331
311		3775		115906		3327
312		3783		116001		3334
313		3801		116101		3332
314		3792		116208		3326
315		3796		116308		3333
316		3791		116391		3328
317		3783		116471		3340
318		3786		116573		3318
319		3782		116659		3323
320		3786		116770		3326
321		3792		116873		3323
322		3785		116957		3329
323		3787		117063		3315
324		3779		117166		3318
325		3785		117261		3319
326		3779		117355		3321
327		3783		117444		3323
328		3782		117557		3329
329		3775		117647		3326
330		3791		117732		3324
331		3791		117827		3319
332		3800		117914		3326
333		3793		118018		3322
334		3794		118101		3320
335		3782		118192		3325
336		3787		118267		3325
337		3790		118354		3317
338		3779		118439		3328
339		3777		118516		3330
340		3771		118591		3320
341		3772		118670		3326
342		3773		118759		3319
343		3766		118834		3324
344		3764		118908		3331
345		3771		118988		3326
346		3763		119065		3328
347		3769		119131		3327
348		3768		119199		3326
349		3763		119276		3328
350		3767		119348		3331
351		3766		119422		3323
352		3764		119503		3325
353		3773		119590		3331
354		3779		119657		3333
355		3775		119736		3330
356		3767		119831		3323
357		3760		119911		3327
358		3761		119984		3331
359		3771		120051		3325
360		3767		120130		3330
361		3767		120229		3334
362		3769		120310		3324
363		3771		120393		3317
364		3767		120480		3323
365		3763		120555		3337
366		3766		120641		3323
367		3770		120721		3324
368		3771		120815		3327
369		3770		120896		3319
370		3770		120991		3320
371		3766		121076		3319
372		3763		121146		3331
373		3763		121221		3319
374		3766		121300		3329
375		3763		121382		3331
376		3756		121458		3342
377		3758		121534		3336
378		3752		121614		3330
379		3751		121694		3328
380		3761		121783		3334
381		3761		121876		3332
382		3763		121979		3334
383		3770		122084		3336
384		3775		122179		3333
385		3775		122256		3324
386		3766		122350		3335
387		3768		122452		3333
388		3762		122541		3336
389		3762		122642		3335
390		3771		122728		3328
391		3775		122823		3334
392		3785		122910		3335
393		3784		123024		3343
394		3783		123135		3335
395		3785		123242		3336
396		3779		123339		3344
397		3773		123433		3341
398		3766		123536		3336
399		3767		123625		3338
400		3780		123718		3336
401		3780		123814		3340
402		3775		123915		3325
403		3776		124005		3330
404		3780		124097		3342
405		3777		124189		3330
406		3782		124275		3334
407		3776		124356		3329
408		3772		124464		3338
409		3765		124563		3331
410		3771		124658		3330
411		3763		124753		3328
412		3759		124834		3317
413		3763		124920		3326
414		3766		125005		3331
415		3759		125102		3337
416		3764		125195		3331
417		3754		125285		3340
418		3758		125365		3344
419		3773		125464		3337
420		3761		125554		3335
421		3773		125640		3336
422		3758		125736		3333
423		3766		125833		3339
424		3772		125939		3338
425		3778		126045		3332
426		3775		126143		3331
427		3784		126253		3335
428		3771		126351		3338
429		3772		126457		3344
430		3772		126553		3339
431		3781		126664		3344
432		3779		126790		3339
433		3759		126896		3342
434		3770		126995		3339
435		3779		127107		3342
436		3784		127224		3336
437		3782		127329		3325
438		3796		127443		3335
439		3795		127549		3354
440		3806		127692		3345
441		3798		127801		3351
442		3798		127920		3338
443		3788		128013		3339
444		3791		128103		3349
445		3806		128221		3361
446		3807		128331		3362
447		3792		128448		3354
448		3802		128567		3353
449		3820		128696		3353
450		3811		128842		3356
451		3804		128968		3350
452		3821		129087		3352
453		3833		129233		3340
454		3823		129371		3356
455		3832		129514		3357
456		3828		129668		3344
457		3814		129824		3371
458		3811		129959		3368
459		3816		130111		3364
460		3809		130235		3358
461		3809		130365		3359
462		3810		130487		3368
463		3796		130608		3363
464		3793		130732		3366
465		3799		130841		3366
466		3800		130960		3349
467		3799		131075		3348
468		3809		131204		3350
469		3815		131347		3359
470		3817		131491		3345
471		3813		131617		3357
472		3811		131751		3356
473		3807		131886		3355
474		3815		132045		3357
475		3820		132172		3352
476		3829		132317		3355
477		3832		132441		3371
478		3821		132574		3357
479		3812		132713		3356
480		3795		132838		3362
481		3795		132969		3351
482		3798		133099		3358
483		3789		133210		3358
484		3793		133354		3354
485		3789		133483		3355
486		3794		133623		3349
487		3803		133755		3344
488		3787		133898		3351
489		3773		134024		3348
490		3772		134154		3358
491		3777		134262		3354
492		3769		134380		3341
493		3767		134490		3358
494		3766		134617		3353
495		3758		134738		3351
496		3752		134867		3351
497		3759		134962		3346
498		3779		135098		3347
499		3782		135231		3355
500		3778		135375		3352
501		3758		135521		3351
502		3764		135647		3343
503		3752		135791		3339
504		3748		135914		3343
505		3775		136034		3344
506		3773		136165		3339
507		3753		136300		3337
508		3757		136434		3336
509		3762		136557		3332
510		3763		136696		3343
511		3761		136825		3329
512		3759		136941		3319
513		3774		137088		3337
514		3770		137244		3327
515		3746		137365		3328
516		3743		137492		3322
517		3753		137604		3326
518		3748		137700		3330
519		3743		137807		3336
520		3742		137904		3340
521		3733		138009		3330
522		3747		138105		3337
523		3735		138210		3341
524		3743		138329		3331
525		3736		138431		3330
526		3727		138536		3336
527		3715		138618		3333
528		3717		138710		3337
529		3720		138802		3344
530		3715		138899		3340
531		3701		138987		3351
532		3707		139083		3336
533		3703		139185		3345
534		3710		139274		3343
535		3706		139363		3341
536		3705		139447		3336
537		3713		139520		3334
538		3712		139603		3338
539		3711		139678		3341
540		3700		139738		3340
541		3702		139820		3343
542		3698		139891		3346
543		3706		139970		3347
544		3706		140041		3344
545		3715		140125		3339
546		3714		140201		3342
547		3709		140277		3338
548		3707		140380		3344
549		3718		140462		3339
550		3703		140546		3339
551		3713		140620		3345
552		3706		140706		3336
553		3702		140784		3339
554		3698		140873		3341
555		3697		140948		3343
556		3697		141035		3338
557		3703		141119		3342
558		3701		141214		3332
559		3700		141315		3348
560		3700		141411		3335
561		3710		141502		3346
562		3711		141591		3342
563		3712		141684		3341
564		3703		141781		3346
565		3704		141881		3337
566		3696		141969		3335
567		3697		142044		3346
568		3691		142119		3346
569		3702		142223		3339
570		3702		142331		3343
571		3700		142445		3340
572		3710		142567		3350
573		3698		142662		3339
574		3706		142752		3352
575		3720		142842		3348
576		3713		142955		3347
577		3713		143035		3341
578		3715		143153		3353
579		3709		143264		3342
580		3715		143364		3342
581		3701		143469		3335
582		3698		143562		3342
583		3691		143654		3335
584		3691		143745		3342
585		3688		143827		3340
586		3686		143906		3341
587		3683		143978		3340
588		3678		144056		3346
589		3680		144136		3338
590		3679		144223		3337
591		3676		144294		3339
592		3678		144378		3335
593		3685		144450		3345
594		3678		144514		3345
595		3685		144588		3335
596		3690		144665		3335
597		3683		144747		3338
598		3677		144829		3333
599		3677		144897		3337
600		3690		144976		3339
601		3690		145061		3342
602		3689		145146		3345
603		3689		145231		3343
604		3687		145304		3338
605		3685		145382		3335
606		3679		145454		3340
607		3678		145534		3346
608		3684		145622		3347
609		3674		145692		3331
610		3682		145760		3333
611		3681		145828		3339
612		3674		145881		3347
613		3665		145950		3341
614		3676		146006		3343
615		3671		146078		3340
616		3662		146139		3342
617		3666		146195		3342
618		3665		146251		3341
619		3663		146309		3340
620		3663		146358		3343
621		3662		146419		3339
622		3666		146469		3337
623		3661		146521		3346
624		3665		146576		3344
625		3669		146625		3345
626		3665		146675		3341
627		3664		146737		3339
628		3668		146794		3346
629		3668		146852		3346
630		3671		146918		3341
631		3668		146971		3340
632		3667		147019		3349
633		3665		147078		3334
634		3670		147120		3337
635		3672		147179		3340
636		3663		147231		3343
637		3667		147280		3335
638		3668		147342		3340
639		3664		147401		3345
640		3669		147452		3343
641		3667		147496		3344
642		3667		147547		3341
643		3670		147600		3344
644		3668		147648		3346
645		3670		147703		3347
646		3667		147761		3345
647		3670		147815		3340
648		3669		147871		3344
649		3669		147930		3340
650		3671		147982		3336
651		3670		148039		3344
652		3671		148097		3344
653		3673		148156		3343
654		3672		148214		3340
655		3672		148264		3337
656		3666		148316		3344
657		3667		148368		3346
658		3668		148424		3336
659		3670		148493		3343
660		3667		148550		3348
661		3675		148611		3351
662		3667		148668		3340
663		3669		148722		3338
664		3670		148790		3340
665		3669		148859		3337
666		3666		148917		3348
667		3665		148971		3349
668		3662		149035		3346
669		3662		149096		3341
670		3664		149142		3338
671		3666		149187		3343
672		3669		149241		3339
673		3666		149293		3348
674		3664		149346		3344
675		3660		149402		3341
676		3660		149455		3344
677		3659		149506		3342
678		3662		149563		3344
679		3659		149613		3340
680		3668		149671		3345
681		3665		149728		3339
682		3667		149786		3347
683		3660		149843		3349
684		3663		149900		3345
685		3662		149961		3340
686		3663		150022		3337
687		3660		150074		3329
688		3660		150137		3337
689		3658		150187		3331
690		3656		150242		3336
691		3653		150295		3345
692		3657		150348		3339
693		3661		150397		3341
694		3654		150457		3343
695		3648		150503		3344
696		3650		150549		3343
697		3648		150595		3344
698		3650		150640		3335
699		3653		150694		3335
700		3650		150741		3337
701		3648		150777		3342
702		3652		150823		3339
703		3650		150871		3346
704		3653		150919		3339
705		3651		150977		3343
706		3653		151021		3342
707		3650		151070		3341
708		3649		151111		3337
709		3652		151167		3339
710		3652		151218		3341
711		3655		151260		3340
712		3651		151309		3347
713		3650		151359		3339
714		3654		151407		3340
715		3656		151458		3341
716		3654		151514		3340
717		3652		151564		3340
718		3653		151609		3341
719		3651		151661		3343
720		3657		151715		3338
721		3655		151764		3342
722		3652		151812		3342
723		3656		151867		3347
724		3654		151912		3345
725		3658		151969		3350
726		3657		152013		3345
727		3650		152072		3344
728		3652		152133		3344
729		3656		152187		3342
730		3661		152239		3336
731		3659		152284		3344
732		3663		152344		3345
733		3666		152404		3347
734		3661		152463		3344
735		3661		152516		3346
736		3656		152573		3341
737		3656		152626		3345
738		3656		152684		3338
739		3661		152736		3337
740		3662		152800		3343
741		3661		152855		3340
742		3657		152905		3340
743		3654		152960		3340
744		3658		153010		3345
745		3656		153067		3344
746		3653		153122		3346
747		3647		153169		3341
748		3648		153220		3337
749		3648		153272		3341
750		3650		153322		3343
751		3651		153372		3343
752		3646		153425		3343
753		3651		153485		3343
754		3649		153538		3346
755		3645		153588		3343
756		3642		153646		3346
757		3647		153697		3340
758		3647		153754		3340
759		3647		153804		3340
760		3644		153855		3340
761		3644		153896		3339
762		3645		153950		3347
763		3645		153999		3340
764		3645		154051		3342
765		3647		154104		3344
766		3642		154149		3335
767		3643		154201		3335
768		3641		154245		3337
769		3641		154292		3344
770		3644		154337		3339
771		3642		154381		3332
772		3642		154424		3332
773		3644		154466		3337
774		3645		154520		3341
775		3643		154564		3337
776		3640		154606		3339
777		3644		154658		3330
778		3639		154703		3338
779		3639		154740		3341
780		3644		154791		3342
781		3638		154829		3340
782		3643		154871		3335
783		3637		154909		3339
784		3639		154950		3339
785		3639		154997		3344
786		3641		155043		3343
787		3641		155087		3336
788		3642		155131		3337
789		3639		155174		3341
790		3641		155214		3336
791		3642		155257		3341
792		3643		155299		3344
793		3643		155334		3333
794		3643		155382		3340
795		3640		155417		3334
796		3639		155460		3335
797		3640		155489		3330
798		3642		155535		3339
799		3638		155587		3334
800		3640		155621		3339
801		3640		155661		3333
802		3641		155704		3341
803		3639		155745		3338
804		3640		155788		3336
805		3638		155834		3342
806		3638		155872		3339
807		3643		155912		3339
808		3635		155955		3335
809		3641		156007		3339
810		3637		156050		3338
811		3641		156096		3337
812		3637		156135		3338
813		3641		156176		3337
814		3641		156222		3340
815		3642		156265		3330
816		3641		156311		3339
817		3640		156350		3338
818		3642		156393		3333
819		3643		156433		3335
820		3641		156477		3338
821		3640		156518		3338
822		3643		156560		3337
823		3642		156601		3335
824		3641		156647		3332
825		3645		156691		3341
826		3640		156732		3339
827		3640		156778		3337
828		3638		156819		3339
829		3643		156860		3346
830		3642		156895		3334
831		3642		156939		3339
832		3637		156981		3342
833		3640		157027		3334
834		3644		157065		3329
835		3640		157107		3341
836		3642		157148		3338
837		3640		157190		3334
838		3641		157228		3336
839		3640		157265		3343
840		3639		157303		3343
841		3637		157337		3338
842		3641		157378		3338
843		3640		157424		3332
844		3643		157468		3332
845		3640		157510		3340
846		3640		157554		3334
847		3639		157605		3339
848		3642		157648		3337
849		3641		157694		3336
850		3639		157738		3337
851		3641		157781		3337
852		3641		157828		3336
853		3640		157866		3341
854		3642		157914		3338
855		3641		157962		3338
856		3637		157992		3337
857		3641		158035		3335
858		3638		158080		3332
859		3642		158127		3333
860		3641		158174		3333
861		3640		158218		3334
862		3640		158261		3341
863		3642		158314		3336
864		3646		158343		3344
865		3645		158389		3337
866		3643		158435		3337
867		3639		158481		3338
868		3638		158520		3337
869		3636		158563		3338
870		3642		158606		3344
871		3638		158644		3336
872		3644		158682		3340
873		3645		158734		3340
874		3640		158777		3339
875		3639		158819		3331
876		3648		158860		3337
877		3641		158897		3335
878		3638		158936		3337
879		3642		158978		3335
880		3642		159016		3337
881		3639		159053		3339
882		3640		159104		3333
883		3641		159145		3336
884		3642		159189		3343
885		3638		159231		3338
886		3639		159265		3338
887		3640		159304		3332
888		3642		159348		3338
889		3641		159400		3338
890		3638		159446		3342
891		3640		159483		3342
892		3639		159527		3338
893		3642		159573		3341
894		3638		159612		3341
895		3643		159651		3341
896		3643		159691		3331
897		3641		159730		3341
898		3639		159770		3337
899		3642		159820		3343
900		3641		159864		3342
901		3640		159909		3338
902		3638		159946		3339
903		3637		159981		3333
904		3642		160022		3337
905		3643		160065		3335
906		3638		160112		3338
907		3638		160154		3337
908		3642		160198		3340
909		3642		160241		3341
910		3640		160292		3337
911		3641		160330		3335
912		3638		160370		3338
913		3638		160405		3336
914		3640		160447		3336
915		3641		160490		3336
916		3635		160530		3343
917		3645		160568		3342
918		3641		160612		3342
919		3638		160658		3348
920		3639		160698		3337
921		3640		160737		3336
922		3641		160784		3339
923		3641		160824		3330
924		3645		160860		3341
925		3642		160895		3343
926		3643		160940		3339
927		3643		160990		3342
928		3640		161039		3340
929		3639		161080		3335
930		3638		161121		3339
931		3642		161162		3337
932		3639		161203		3337
933		3644		161248		3338
934		3642		161291		3336
935		3639		161335		3336
936		3641		161376		3340
937		3641		161422		3339
938		3643		161461		3337
939		3641		161511		3340
940		3643		161559		3339
941		3640		161600		3336
942		3639		161642		3335
943		3639		161690		3339
944		3640		161730		3337
945		3642		161770		3336
946		3640		161814		3334
947		3640		161863		3339
948		3641		161904		3332
949		3640		161942		3338
950		3637		161980		3341
951		3642		162024		3342
952		3640		162068		3337
953		3639		162113		3340
954		3641		162153		3336
955		3639		162192		3340
956		3642		162237		3338
957		3639		162290		3340
958		3638		162328		3337
959		3640		162369		3340
960		3641		162415		3332
961		3640		162457		3333
962		3639		162503		3337
963		3641		162551		3339
964		3641		162586		3338
965		3644		162630		3335
966		3642		162673		3336
967		3638		162719		3347
968		3640		162760		3336
969		3642		162805		3339
970		3641		162850		3347
971		3638		162891		3344
972		3640		162928		3332
973		3637		162973		3340
974		3642		163015		3337
975		3640		163059		3345
976		3642		163106		3338
977		3642		163154		3337
978		3638		163205		3340
979		3638		163245		3333
980		3640		163292		3337
981		3640		163334		3333
982		3643		163378		3341
983		3639		163419		3345
984		3640		163463		3339
985		3644		163506		3339
986		3637		163554		3340
987		3640		163595		3337
988		3640		163642		3341
989		3642		163687		3342
990		3640		163740		3339
991		3640		163778		3335
992		3639		163821		3335
993		3638		163872		3338
994		3643		163917		3335
995		3639		163960		3340
996		3643		164003		3342
997		3638		164052		3344
998		3642		164093		3336
999		3639		164140		3334
